k,sample,time,best_ll,theta_0,theta_1,theta_2,theta_3
11,15,117.9,-25937.1694,0.9788,0.477,0.5276,0.1429
11,16,123.07,-26100.702,0.9913,0.4646,0.5144,0.1569
11,17,112.38,-25851.0712,0.9724,0.4885,0.5286,0.1377
11,18,117.14,-26106.6262,0.9704,0.483,0.5266,0.1465
11,19,120.69,-26134.4567,0.974,0.477,0.5292,0.1463
11,20,121.31,-26059.1734,0.9836,0.4766,0.5157,0.1515
11,21,124.45,-26211.9176,0.989,0.4638,0.5131,0.1609
12,1,133.62,-60112.3676,0.9894,0.4795,0.5256,0.155
12,2,135.93,-60149.3017,0.9892,0.4757,0.5294,0.1541
12,3,131.75,-60235.8709,0.9821,0.4822,0.5343,0.1511
12,4,135.98,-60273.9005,0.9878,0.4808,0.5234,0.1562
12,5,133.89,-60241.8421,0.9889,0.4811,0.525,0.1553
12,6,131.3,-60273.2166,0.9787,0.4857,0.535,0.1493
12,7,131.03,-60240.5407,0.984,0.4798,0.5341,0.1513
12,8,134.83,-60269.3944,0.9861,0.4798,0.5298,0.1534
12,9,136.66,-60292.026,0.9882,0.4797,0.5251,0.1558
12,10,136.39,-60386.9725,0.9868,0.4751,0.5291,0.1571
12,11,132.89,-60290.5175,0.9856,0.4789,0.5307,0.1538
12,12,132.11,-60217.1437,0.9853,0.4802,0.529,0.1537
12,13,137.23,-60447.7775,0.9854,0.4806,0.5252,0.1576
12,14,134.86,-60169.6947,0.9885,0.4795,0.5249,0.1556
12,15,135.66,-60226.7233,0.9916,0.4763,0.5243,0.1569
12,16,136.86,-60054.0929,0.9907,0.4806,0.5206,0.1564
12,17,142.08,-60517.823,0.9854,0.4778,0.5286,0.1573
12,18,137.79,-60512.3625,0.9906,0.4704,0.5261,0.1615
12,19,135.43,-60259.4139,0.9892,0.4794,0.5245,0.1559
12,20,140.78,-60383.1214,0.9831,0.48,0.5325,0.1539
12,21,135.7,-60176.5885,0.9908,0.4816,0.5222,0.1547
13,1,157.04,-138886.5765,0.9826,0.4826,0.5291,0.1551
13,2,160.69,-139350.967,0.9888,0.4754,0.5222,0.1625
13,3,159.4,-138803.4875,0.9938,0.4725,0.5209,0.1621
13,4,161.34,-139278.3818,0.9881,0.4744,0.5255,0.161
13,5,158.13,-138638.1669,0.9882,0.4776,0.5265,0.157
13,6,161.52,-138768.7919,0.9944,0.4717,0.5237,0.16
13,7,158.64,-139265.1011,0.9868,0.4779,0.5253,0.1588
13,8,159.91,-138948.5544,0.9875,0.4765,0.5259,0.1587
13,9,157.36,-138548.7051,0.989,0.4743,0.5302,0.1565
13,10,157.96,-139303.6742,0.9859,0.4763,0.5282,0.1594
13,11,159.59,-138932.1153,0.9892,0.4762,0.5257,0.16
13,12,156.27,-138692.8185,0.9848,0.4797,0.5287,0.1553
13,13,161.13,-139363.1844,0.9886,0.4748,0.5222,0.1638
13,14,165.34,-138924.6482,0.9919,0.4742,0.5229,0.1605
13,15,158.48,-139046.6968,0.9861,0.4781,0.5263,0.1589
13,16,161.56,-139148.7328,0.9837,0.4794,0.5273,0.1583
13,17,161.92,-138671.0218,0.9849,0.4803,0.527,0.1565
13,18,157.23,-138742.9655,0.9841,0.4791,0.529,0.1566
13,19,161.35,-138501.9036,0.9911,0.4749,0.5278,0.1556
13,20,160.13,-137914.4514,0.99,0.478,0.5272,0.1535
14,1,191.4,-317054.6522,0.9981,0.4698,0.5173,0.164
14,2,189.52,-319559.8691,0.9924,0.4697,0.519,0.1682
14,3,186.92,-319014.4507,0.9896,0.4728,0.5216,0.1652
14,4,187.81,-318383.4392,0.9932,0.4708,0.5208,0.1648
14,5,188.34,-318892.2169,0.9892,0.4728,0.5226,0.1644
14,6,187.53,-317754.4676,0.9931,0.4719,0.5215,0.163
14,7,191.92,-318177.1437,0.9942,0.4713,0.5192,0.1648
14,8,189.37,-318781.7582,0.9854,0.4673,0.5153,0.1601
14,9,190.16,-318220.1514,0.9927,0.4716,0.5205,0.1641
14,10,187.53,-318521.8629,0.9904,0.4736,0.5213,0.1643
14,11,187.95,-318384.2308,0.9908,0.4733,0.5224,0.1629
14,12,191.88,-318324.5263,0.9854,0.4674,0.5175,0.1582
14,13,187.85,-318560.4168,0.9922,0.4716,0.5205,0.1652
14,14,187.04,-318011.8093,0.988,0.467,0.5149,0.159
14,15,189.82,-318502.8338,0.9923,0.4713,0.5202,0.1656
14,16,190.96,-319016.7142,0.9933,0.4691,0.5207,0.1662
14,17,193.08,-318603.7692,0.9911,0.4722,0.5209,0.1649
14,18,189.98,-317917.0182,0.9926,0.4719,0.522,0.1629
14,19,191.46,-318956.1505,0.9942,0.4672,0.5203,0.1677
14,20,190.87,-318335.0342,0.9903,0.4641,0.5125,0.1617
14,21,188.16,-319207.6331,0.9876,0.4639,0.5165,0.161
15,1,233.03,-727922.1711,0.9938,0.4681,0.5154,0.1716
15,2,237.09,-728023.694,0.9914,0.4602,0.5095,0.1678
15,3,232.48,-727917.2916,0.9933,0.4684,0.5172,0.1706
15,4,236.43,-727722.4778,0.9971,0.4649,0.5154,0.1722
15,5,236.71,-728267.9701,0.9976,0.4648,0.5131,0.1743
15,6,239.35,-727231.6707,0.9979,0.465,0.5148,0.1721
15,7,232.01,-727078.6062,0.9948,0.4672,0.5167,0.1708
15,8,234.75,-726380.4229,0.9968,0.4666,0.5149,0.1712
15,9,237.63,-727647.2744,0.9982,0.4642,0.5138,0.1731
15,10,235.84,-727096.1374,0.9967,0.4661,0.5156,0.1714
15,11,235.19,-727528.2491,0.9956,0.4662,0.5157,0.1718
15,12,237.53,-728203.7509,0.9954,0.4663,0.5156,0.1721
15,13,233.34,-727420.189,0.9958,0.4676,0.5153,0.171
15,14,230.88,-726441.814,0.9949,0.4679,0.5169,0.1697
15,15,232.1,-727666.589,0.9956,0.4668,0.517,0.1704
15,16,236.26,-727763.4829,0.9973,0.4645,0.5141,0.1732
15,17,233.78,-727948.4389,0.9938,0.4666,0.518,0.171
15,18,234.53,-727159.0887,0.9956,0.4675,0.5152,0.1711
15,19,235.97,-728124.9614,0.9952,0.4668,0.5155,0.172
15,20,231.48,-728110.8405,0.994,0.4675,0.5168,0.1713
15,21,230.17,-729002.9437,0.993,0.4675,0.5174,0.1716
15,22,232.26,-727340.0356,0.9897,0.4631,0.511,0.1652
15,23,233.57,-727618.1204,0.9968,0.467,0.5133,0.1724
15,24,230.54,-728591.2586,0.9933,0.4683,0.517,0.1714
15,25,230.76,-727326.8714,0.9943,0.4677,0.517,0.1705
15,26,230.82,-726940.6295,0.9951,0.4678,0.5173,0.1701
15,27,240.03,-727536.6517,0.9951,0.4665,0.516,0.1715
15,28,229.81,-726810.4085,0.9951,0.4676,0.5168,0.1699
16,1,307.83,-1654738.2924,0.9929,0.4563,0.5038,0.1752
16,2,308.89,-1657124.3569,0.9928,0.4558,0.5038,0.176
16,3,308.77,-1656619.4378,0.993,0.4546,0.5048,0.1759
16,4,310.41,-1658097.5852,0.9918,0.4554,0.5048,0.1763
16,5,313.81,-1658154.1239,0.9927,0.4551,0.504,0.1764
16,6,309.96,-1656209.3543,0.9929,0.4554,0.5049,0.1752
16,7,309.66,-1656098.2349,0.9932,0.4554,0.5046,0.1755
16,8,314.27,-1655757.1462,0.9937,0.4551,0.5039,0.1756
16,9,306.01,-1655509.8326,0.9931,0.4549,0.5053,0.175
16,10,308.62,-1657079.6905,0.9945,0.4539,0.5027,0.1774
16,11,308.47,-1657954.2212,0.9936,0.4542,0.5035,0.1774
16,12,310.5,-1653878.3595,0.9948,0.4536,0.5024,0.1772
16,13,306.87,-1654781.6252,0.9935,0.4552,0.505,0.1747
16,14,307.47,-1656604.7506,0.9938,0.4548,0.5036,0.1768
16,15,310.33,-1658319.8054,0.9921,0.4557,0.5039,0.1767
16,16,308.71,-1654695.8022,0.9945,0.4542,0.5031,0.1761
16,17,312.45,-1657176.0584,0.993,0.4556,0.5032,0.1762
16,18,308.35,-1657446.5029,0.9928,0.4557,0.5031,0.177
16,19,306.89,-1654646.8068,0.9947,0.4543,0.5037,0.1757
16,20,308.52,-1656555.5054,0.9947,0.4541,0.5028,0.1769
16,21,311.78,-1658550.9948,0.9935,0.4549,0.5031,0.1773
16,22,305.06,-1654627.6041,0.9941,0.4555,0.5042,0.1749
16,23,305.86,-1656280.7229,0.9933,0.4556,0.504,0.1755
16,24,306.74,-1654671.9676,0.9948,0.4544,0.5031,0.1762
16,25,308.29,-1656784.126,0.9929,0.4554,0.5037,0.1763
17,1,438.48,-3786309.7195,0.9919,0.4518,0.4985,0.187
17,2,437.7,-3784201.4043,0.9986,0.4554,0.5028,0.1931
17,3,436.49,-3787238.063,0.9916,0.4515,0.4984,0.187
17,4,435.47,-3785025.7411,0.9922,0.4515,0.4987,0.1869
17,5,439.93,-3781830.7398,0.9992,0.4556,0.5018,0.1928
