k,sample,time,best_ll,theta_0,theta_1,theta_2,theta_3
9,4,88.04,-5463.554,0.9981,0.2616,0.261,0.6707
9,5,89.92,-5290.3849,0.9999,0.2511,0.2563,0.6911
9,6,86.65,-5218.3028,0.9923,0.2331,0.2327,0.7015
9,7,88.92,-5390.6148,0.9969,0.2586,0.2572,0.6754
9,8,91.58,-5503.8734,0.9802,0.2665,0.2664,0.6755
9,9,89.14,-5353.2635,0.9877,0.2459,0.2434,0.6837
9,10,92.82,-5452.6821,0.9718,0.2546,0.251,0.686
9,11,91.97,-5565.8733,0.9722,0.2686,0.2717,0.647
9,12,90.92,-5322.9347,0.9999,0.2552,0.2544,0.6805
9,13,86.63,-5239.7357,0.9999,0.2471,0.2493,0.6863
9,14,86.83,-5267.3627,0.9999,0.2465,0.2523,0.6868
9,15,93.44,-5360.215,0.9999,0.2587,0.259,0.674
9,16,90.91,-5293.5069,0.9948,0.2409,0.2392,0.6878
9,17,120.77,-5384.9261,0.9968,0.2615,0.2585,0.6647
9,18,89.84,-5380.1883,0.9863,0.2449,0.2466,0.6856
9,19,93.8,-5414.1755,0.9701,0.2497,0.2494,0.685
9,20,87.14,-5365.6227,0.9999,0.2603,0.2555,0.6684
9,21,91.46,-5316.1497,0.9733,0.2514,0.2494,0.6832
9,22,90.73,-5453.9958,0.9822,0.2464,0.2561,0.676
9,23,88.81,-5321.3691,0.9911,0.2436,0.2407,0.6877
9,24,87.94,-5488.1312,0.9991,0.2661,0.262,0.6688
9,25,87.24,-5442.9446,0.9839,0.27,0.261,0.6768
9,26,96.87,-5358.0713,0.9924,0.2455,0.2423,0.6813
9,27,86.33,-5229.7407,0.9999,0.2566,0.2429,0.6836
9,28,89.13,-5373.5507,0.9999,0.2576,0.2625,0.6651
9,29,86.22,-5191.8176,0.9949,0.242,0.2369,0.6818
9,30,90.59,-5316.2544,0.9903,0.2454,0.2403,0.7117
10,1,88.29,-12894.308,0.987,0.2589,0.2533,0.6864
10,2,88.87,-13005.9946,0.98,0.2643,0.2576,0.6873
10,3,86.07,-13147.572,0.9925,0.2725,0.2659,0.6573
10,4,90.57,-13559.8324,0.965,0.2777,0.2827,0.6654
10,5,87.56,-13236.9039,0.975,0.2685,0.2703,0.6715
10,6,90.27,-13194.7148,0.9744,0.2702,0.2649,0.6853
10,7,87.95,-13137.6431,0.9898,0.2645,0.271,0.6637
10,8,87.55,-12947.787,0.9929,0.2554,0.2605,0.6868
10,9,86.9,-13133.633,0.9824,0.2658,0.2646,0.6755
10,10,86.22,-13111.1063,0.9817,0.2661,0.2662,0.671
10,11,87.61,-13265.9822,0.9874,0.271,0.2758,0.6653
10,12,87.62,-13225.0528,0.9736,0.2692,0.2643,0.6776
10,13,86.25,-13006.1129,0.9852,0.26,0.2628,0.6794
10,14,85.54,-13076.1167,0.9796,0.2643,0.2599,0.6834
10,15,87.92,-13008.7312,0.9858,0.2625,0.2638,0.673
