k,sample,time,best_ll,theta_0,theta_1,theta_2,theta_3
14,6,372.56,-896125.3843,0.9887,0.517,0.5743,0.2236
14,7,375.59,-896986.3936,0.9897,0.5161,0.5735,0.2243
14,8,372.11,-895057.4399,0.989,0.5191,0.5733,0.222
14,9,376.31,-895528.3977,0.9898,0.517,0.5741,0.2229
14,10,376.19,-895792.9052,0.9903,0.5162,0.573,0.2239
14,11,370.08,-895996.7837,0.9902,0.5173,0.5726,0.2239
14,12,369.79,-895312.1201,0.9896,0.517,0.5748,0.2224
14,13,372.2,-895589.4229,0.9921,0.5148,0.5726,0.2244
14,14,379.45,-895964.0861,0.9901,0.5162,0.5751,0.2225
14,15,377.45,-895556.272,0.9892,0.5173,0.5733,0.2237
14,16,368.54,-894678.413,0.9895,0.5167,0.5755,0.222
14,17,370.0,-896275.0274,0.99,0.5159,0.5738,0.2238
14,18,376.64,-894715.4768,0.9907,0.5172,0.5729,0.2231
14,19,369.91,-895562.4805,0.9899,0.5162,0.5746,0.2232
15,1,464.08,-2207963.9273,0.9949,0.5103,0.5663,0.2322
15,2,460.34,-2205578.8089,0.9948,0.5102,0.5672,0.2312
15,3,461.15,-2208402.5445,0.9934,0.5113,0.5675,0.2309
15,4,458.17,-2207654.9632,0.9941,0.5108,0.5671,0.2317
15,5,461.02,-2207789.6038,0.9948,0.5096,0.5662,0.2325
15,6,460.67,-2204352.3767,0.9949,0.5102,0.5673,0.2314
15,7,458.21,-2205345.3831,0.9999,0.5162,0.5727,0.2356
15,8,459.38,-2207602.1228,0.9943,0.5109,0.5666,0.2316
15,9,463.26,-2206977.7871,0.9948,0.5099,0.567,0.2319
15,10,456.82,-2207737.1133,0.9943,0.5102,0.567,0.2311
15,11,533.2,-2209095.0389,0.9948,0.509,0.5667,0.2332
15,12,517.25,-2206983.7425,0.9949,0.511,0.5657,0.2319
15,13,522.35,-2205649.7847,0.9949,0.5097,0.5666,0.2319
15,14,517.08,-2207415.3849,0.9949,0.5104,0.5666,0.2317
15,15,576.5,-2208534.7439,0.9996,0.5154,0.5725,0.2366
15,16,552.68,-2207116.3173,0.9948,0.5096,0.5667,0.2322
15,17,522.26,-2209647.1266,0.9999,0.515,0.572,0.2375
15,18,530.62,-2206623.231,0.9947,0.5108,0.5674,0.2309
15,19,456.85,-2210030.9325,0.9926,0.5107,0.5683,0.2318
