k,sample,time,best_ll,theta_0,theta_1,theta_2,theta_3
14,24,139.83,-215725.2755,0.7686,0.5828,0.4794,0.2276
14,25,150.51,-216373.5479,0.7775,0.5744,0.4717,0.2352
14,26,147.33,-216419.6329,0.7665,0.574,0.4694,0.2285
14,27,143.1,-216125.0609,0.7704,0.5812,0.4768,0.23
15,1,167.73,-477689.7579,0.7668,0.5743,0.4678,0.2307
15,2,163.66,-476935.159,0.763,0.578,0.4718,0.2271
15,3,166.98,-477072.0939,0.7705,0.5786,0.4763,0.235
15,4,176.26,-478470.5824,0.7722,0.5685,0.4631,0.2363
15,5,176.08,-477582.3463,0.775,0.5665,0.4631,0.2354
15,6,162.94,-477293.0266,0.7685,0.5827,0.4759,0.2332
15,7,166.96,-477837.6921,0.7642,0.576,0.4691,0.2306
15,8,170.93,-477802.4784,0.7691,0.5718,0.4663,0.2328
15,9,168.31,-477788.4311,0.7731,0.5788,0.472,0.2367
15,10,163.87,-477796.4209,0.7616,0.5782,0.4714,0.2285
15,11,162.93,-477267.66,0.7646,0.5764,0.4703,0.2282
15,12,162.67,-477199.9943,0.7634,0.5771,0.4716,0.2277
15,13,159.38,-476819.0446,0.7663,0.5833,0.4797,0.2314
15,14,162.16,-477023.497,0.7676,0.5828,0.4774,0.2324
15,15,163.06,-476812.7572,0.769,0.5814,0.4766,0.2331
15,16,161.19,-476346.9875,0.7675,0.5837,0.4786,0.2306
15,17,162.42,-476994.389,0.7638,0.5773,0.472,0.2267
15,18,163.0,-477242.5806,0.7636,0.578,0.4708,0.2277
15,19,179.81,-478424.7462,0.7776,0.5652,0.458,0.2386
15,20,162.8,-477367.1801,0.7646,0.5785,0.4693,0.2276
15,21,178.37,-477574.8704,0.7686,0.5716,0.4673,0.2323
15,22,174.36,-477553.4783,0.771,0.5807,0.4736,0.2347
15,23,162.6,-476775.3543,0.7663,0.5843,0.4788,0.2308
15,24,182.68,-477830.2974,0.7673,0.5714,0.4682,0.2331
15,25,163.13,-477033.084,0.7689,0.5811,0.4768,0.2337
15,26,164.03,-476911.0034,0.7717,0.579,0.4755,0.2339
15,27,164.43,-476651.7818,0.7641,0.5784,0.4709,0.226
15,28,161.38,-477234.3973,0.7702,0.5814,0.475,0.2337
15,29,162.21,-476841.5939,0.7702,0.5807,0.4764,0.2331
15,30,166.85,-477206.7472,0.7685,0.5731,0.4681,0.2299
16,1,201.35,-1052953.5113,0.7664,0.5733,0.4663,0.2357
16,2,202.45,-1052178.4778,0.7673,0.5717,0.4659,0.2357
16,3,200.13,-1053362.9541,0.7665,0.5729,0.4658,0.2361
16,4,211.33,-1054234.4813,0.7774,0.5721,0.4664,0.2461
16,5,211.38,-1053499.716,0.7766,0.5718,0.468,0.2455
16,6,207.0,-1053878.9071,0.7697,0.5697,0.463,0.2388
16,7,205.28,-1054165.3415,0.7735,0.5763,0.4684,0.2437
16,8,202.81,-1051700.0524,0.7731,0.5779,0.4712,0.2398
16,9,200.6,-1052550.0929,0.7706,0.5795,0.4714,0.2404
16,10,199.22,-1052448.4257,0.7696,0.5794,0.4731,0.2398
16,11,204.26,-1053144.7039,0.7695,0.5707,0.4638,0.2376
16,12,210.17,-1053972.5799,0.7735,0.5673,0.4596,0.2406
16,13,198.9,-1051916.5489,0.7714,0.5791,0.4726,0.2388
16,14,200.96,-1052460.6139,0.767,0.5718,0.4664,0.2364
16,15,205.51,-1053741.7214,0.7706,0.5686,0.4626,0.2396
16,16,200.87,-1051667.4225,0.7723,0.5784,0.4717,0.2396
16,17,203.77,-1052487.9845,0.7715,0.5783,0.4717,0.2406
16,18,201.05,-1051414.8756,0.7748,0.576,0.4707,0.2405
16,19,203.11,-1051935.628,0.7689,0.5716,0.4658,0.2351
16,20,198.81,-1052121.5048,0.767,0.5732,0.4668,0.2344
16,21,201.79,-1053502.8932,0.7686,0.5714,0.4636,0.2374
16,22,208.62,-1052928.0996,0.7719,0.5682,0.4617,0.2393
16,23,201.25,-1051726.4696,0.771,0.5795,0.4725,0.2392
16,24,198.11,-1051788.9961,0.7703,0.5802,0.4729,0.2387
16,25,202.43,-1052265.9596,0.7743,0.5756,0.4699,0.2423
16,26,201.76,-1053923.0953,0.7735,0.5771,0.4685,0.2429
16,27,198.8,-1052684.3157,0.7667,0.5731,0.4663,0.2353
16,28,209.95,-1053809.3662,0.7784,0.5711,0.4651,0.2472
16,29,200.3,-1052501.3114,0.7716,0.5786,0.4715,0.2405
16,30,199.46,-1053042.705,0.7711,0.5788,0.4714,0.2407
17,1,267.64,-2284865.0211,0.7778,0.5705,0.4632,0.2502
17,2,265.03,-2283544.875,0.777,0.5714,0.4644,0.2489
17,3,267.6,-2285572.5351,0.7777,0.5696,0.4631,0.2511
17,4,268.92,-2285427.182,0.7786,0.5699,0.4619,0.2511
17,5,265.72,-2283250.9495,0.7764,0.5718,0.4649,0.2486
17,6,272.59,-2285781.9861,0.7789,0.5688,0.462,0.2519
17,7,268.63,-2283827.6139,0.7793,0.57,0.4625,0.25
17,8,270.83,-2285756.7492,0.7786,0.5688,0.4622,0.2519
17,9,268.56,-2283727.1612,0.7773,0.5701,0.4644,0.2499
17,10,269.92,-2284951.438,0.7782,0.5706,0.4629,0.2504
17,11,269.25,-2283896.9084,0.7799,0.5675,0.4622,0.2517
17,12,272.96,-2285391.7028,0.7801,0.568,0.4613,0.2524
17,13,274.22,-2284595.8062,0.7774,0.5696,0.4635,0.251
17,14,275.84,-2283568.1628,0.777,0.5706,0.4644,0.2494
17,15,269.29,-2283725.0495,0.7776,0.5702,0.4638,0.2499
17,16,265.77,-2284591.7375,0.7772,0.5702,0.4638,0.2503
17,17,266.29,-2284500.0328,0.779,0.5687,0.4625,0.2512
17,18,266.62,-2285223.9976,0.7762,0.5704,0.4644,0.2502
17,19,265.4,-2283899.1172,0.7781,0.5702,0.4632,0.2503
17,20,272.84,-2285157.3938,0.7838,0.5651,0.4583,0.2541
